,previous_qualification,previous_qualification_grade,mother_s_qualification,father_s_qualification,admission_grade,curricular_units_first_sem_credited,curricular_units_first_sem_enrolled,curricular_units_first_sem_evaluations,curricular_units_first_sem_approved,curricular_units_first_sem_grade,curricular_units_first_sem_without_evaluations,curricular_units_second_sem_credited,curricular_units_second_sem_enrolled,curricular_units_second_sem_evaluations,curricular_units_second_sem_approved,curricular_units_second_sem_grade,curricular_units_second_sem_without_evaluations,first_sem_approval_ratio,first_sem_unapproved_units,first_sem_approved_per_evaluation,first_sem_without_eval_ratio
3729,1,133.1,38,38,115.0,8,12,13,12,14.53846154,0,4,12,14,12,14.46153846,0,1.0,0,0.9230769230769231,0.0
3730,1,132.0,1,38,129.6,0,7,10,6,12.73333333,0,0,8,10,7,11.95,0,0.8571428571428571,1,0.6,0.0
3731,1,122.0,38,38,128.8,4,12,13,5,13.2,0,4,12,12,4,13.5,0,0.4166666666666667,7,0.38461538461538464,0.0
3732,1,155.0,4,3,144.2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
3733,1,120.0,37,37,134.0,0,6,7,6,12.33333333,0,0,6,10,4,12.75,0,1.0,0,0.8571428571428571,0.0
3734,1,129.0,19,1,112.0,5,9,9,5,11.2,0,5,9,14,7,11.25,2,0.5555555555555556,4,0.5555555555555556,0.0
3735,1,144.0,38,37,128.8,0,7,7,6,13.2,0,0,7,7,6,13.2,0,0.8571428571428571,1,0.8571428571428571,0.0
3736,1,130.0,19,37,134.0,0,5,8,5,11.83333333,0,0,5,8,4,14.0,0,1.0,0,0.625,0.0
3737,1,133.1,3,1,125.0,0,6,10,5,11.33333333,0,0,6,14,2,11.5,0,0.8333333333333334,1,0.5,0.0
3738,1,133.0,3,1,123.2,0,5,5,5,13.6,0,0,5,6,5,14.6,0,1.0,0,1.0,0.0
3739,1,131.0,37,37,118.4,0,5,10,0,0.0,0,0,5,10,2,11.5,4,0.0,5,0.0,0.0
3740,1,133.1,3,1,116.2,0,6,11,5,12.85714286,0,0,6,12,5,13.66666667,0,0.8333333333333334,1,0.45454545454545453,0.0
3741,1,133.1,37,19,123.0,0,5,16,3,14.33333333,0,0,5,9,5,12.42857143,0,0.6,2,0.1875,0.0
3742,1,118.0,19,38,113.5,0,6,9,5,13.5,0,0,6,6,6,14.0,0,0.8333333333333334,1,0.5555555555555556,0.0
3743,40,120.0,3,3,125.0,0,6,8,6,14.42857143,0,0,6,12,4,15.6,0,1.0,0,0.75,0.0
3744,1,133.1,12,1,134.8,0,6,12,0,0.0,0,0,6,12,0,0.0,0,0.0,6,0.0,0.0
3745,1,145.0,3,1,149.9,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
3746,1,125.0,1,1,119.8,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,1.0,0,1.0,0.0
3747,1,125.0,39,3,125.0,0,5,6,0,0.0,5,0,5,6,4,13.75,1,0.0,5,0.0,1.0
3748,1,148.0,1,19,135.1,0,7,0,0,0.0,0,0,8,0,0,0.0,0,0.0,7,0.0,0.0
3749,1,139.0,3,19,138.3,0,6,6,6,14.66666667,0,0,6,6,6,13.16666667,0,1.0,0,1.0,0.0
3750,1,130.0,38,38,122.5,0,8,8,7,13.93714286,0,0,8,8,7,13.93714286,0,0.875,1,0.875,0.0
3751,1,148.0,3,1,148.0,7,12,12,10,14.7,0,8,12,12,12,14.58333333,0,0.8333333333333334,2,0.8333333333333334,0.0
3752,1,130.0,1,1,126.2,0,6,6,6,11.66666667,0,0,6,6,5,12.2,0,1.0,0,1.0,0.0
3753,6,134.0,37,37,129.8,0,7,7,6,14.85,0,0,7,7,6,14.85,0,0.8571428571428571,1,0.8571428571428571,0.0
3754,19,133.1,19,37,104.0,0,5,11,1,12.0,1,0,5,12,0,0.0,4,0.2,4,0.09090909090909091,0.2
3755,1,137.0,3,1,126.7,0,7,8,7,13.6875,0,0,8,9,8,15.62222222,0,1.0,0,0.875,0.0
3756,1,130.0,37,37,120.0,0,6,14,5,12.4,0,0,6,10,5,11.6,0,0.8333333333333334,1,0.35714285714285715,0.0
3757,1,137.0,1,3,124.6,0,7,10,7,13.398,0,0,8,8,8,13.5425,0,1.0,0,0.7,0.0
3758,1,130.0,1,1,130.0,0,6,13,5,11.8,0,0,6,19,4,12.0,0,0.8333333333333334,1,0.38461538461538464,0.0
3759,1,140.0,38,37,127.3,0,5,0,0,0.0,0,0,5,0,0,0.0,0,0.0,5,0.0,0.0
3760,1,150.0,37,37,122.0,13,15,19,13,11.76923077,0,12,14,17,14,11.92857143,0,0.8666666666666667,2,0.6842105263157895,0.0
3761,3,130.0,1,1,125.1,0,6,8,0,0.0,0,0,5,6,0,0.0,0,0.0,6,0.0,0.0
3762,1,133.1,19,38,110.0,0,6,8,6,13.28571429,0,0,6,11,6,13.0,0,1.0,0,0.75,0.0
3763,1,134.0,1,19,129.8,0,6,6,6,11.66666667,0,0,6,8,6,11.16666667,0,1.0,0,1.0,0.0
3764,1,125.0,19,38,114.9,0,6,13,6,11.5,0,0,6,9,5,12.2,0,1.0,0,0.46153846153846156,0.0
3765,1,141.0,37,38,125.6,0,7,9,6,13.08166667,0,0,8,12,6,13.15,0,0.8571428571428571,1,0.6666666666666666,0.0
3766,1,138.0,38,37,125.1,0,6,6,6,12.66666667,0,0,6,6,6,13.0,0,1.0,0,1.0,0.0
3767,1,116.0,37,1,115.7,0,6,6,3,11.33333333,0,0,6,6,0,0.0,0,0.5,3,0.5,0.0
3768,1,122.0,3,3,112.6,0,6,8,5,13.6,0,0,6,8,5,11.6,0,0.8333333333333334,1,0.625,0.0
3769,1,131.0,1,1,127.2,0,6,6,6,13.16666667,0,0,6,7,5,13.2,0,1.0,0,1.0,0.0
3770,39,140.0,1,19,140.0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
3771,39,140.0,1,1,140.0,0,6,10,5,11.66666667,0,0,6,7,5,12.6,0,0.8333333333333334,1,0.5,0.0
3772,1,127.0,1,38,120.4,0,6,6,6,13.5,0,0,6,7,6,13.42857143,0,1.0,0,1.0,0.0
3773,19,133.1,37,37,100.0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,0.0,6,0.0,0.0
3774,1,117.0,1,19,113.5,0,6,6,6,13.16666667,0,0,6,7,6,14.14285714,0,1.0,0,1.0,0.0
3775,1,150.0,37,37,132.1,4,5,11,4,12.5,2,1,5,11,2,12.5,0,0.8,1,0.36363636363636365,0.4
3776,39,160.0,3,1,160.0,0,6,10,6,13.375,0,0,6,10,6,13.0,0,1.0,0,0.6,0.0
3777,1,128.0,19,2,126.3,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,1.0,0,1.0,0.0
3778,39,160.0,1,1,160.0,1,6,12,4,13.4,0,1,6,17,2,13.5,0,0.6666666666666666,2,0.3333333333333333,0.0
3779,1,126.0,2,3,100.0,2,7,10,3,13.0,0,1,8,10,3,11.66666667,4,0.42857142857142855,4,0.3,0.0
3780,1,135.0,3,3,125.8,0,8,8,7,13.15428571,0,0,8,8,7,13.15428571,0,0.875,1,0.875,0.0
3781,1,139.0,1,38,142.2,0,6,6,6,12.83333333,0,0,6,6,6,12.83333333,0,1.0,0,1.0,0.0
3782,1,125.0,1,19,119.4,0,7,10,7,12.14285714,0,0,7,7,7,13.14285714,0,1.0,0,0.7,0.0
3783,1,106.0,1,19,106.4,0,7,9,5,13.34,0,0,7,9,6,12.38571429,0,0.7142857142857143,2,0.5555555555555556,0.0
3784,40,120.0,37,19,120.0,6,10,15,4,13.0,0,5,9,10,4,13.75,0,0.4,6,0.26666666666666666,0.0
3785,39,150.0,1,38,150.0,0,6,18,3,12.0,0,0,6,17,3,11.66666667,0,0.5,3,0.16666666666666666,0.0
3786,1,130.0,1,1,148.6,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
3787,1,116.0,38,38,108.7,0,6,9,5,11.0,0,0,6,12,0,0.0,0,0.8333333333333334,1,0.5555555555555556,0.0
3788,39,130.0,3,1,130.0,0,6,8,5,11.5,0,0,6,11,6,11.33333333,0,0.8333333333333334,1,0.625,0.0
3789,1,140.0,1,44,124.6,3,9,9,3,13.33333333,0,2,6,6,2,12.5,0,0.3333333333333333,6,0.3333333333333333,0.0
3790,1,134.0,19,19,131.0,0,7,9,7,14.59444444,0,0,8,10,8,13.472,0,1.0,0,0.7777777777777778,0.0
3791,39,130.0,3,1,130.0,2,6,9,4,11.0,0,1,6,13,3,10.66666667,0,0.6666666666666666,2,0.4444444444444444,0.0
3792,1,122.0,19,1,116.1,0,5,8,0,0.0,0,0,5,5,0,0.0,0,0.0,5,0.0,0.0
3793,1,128.0,19,38,125.6,0,6,6,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
3794,1,130.0,19,19,121.3,0,5,9,1,12.0,0,0,5,10,2,12.0,3,0.2,4,0.1111111111111111,0.0
3795,1,113.0,4,38,107.4,0,5,8,5,14.0,0,0,5,6,5,13.2,0,1.0,0,0.625,0.0
3796,1,126.0,1,19,116.9,0,6,8,6,13.57142857,0,0,6,7,5,11.8,0,1.0,0,0.75,0.0
3797,1,135.0,3,19,123.5,0,6,12,0,0.0,0,0,6,6,0,0.0,0,0.0,6,0.0,0.0
3798,1,141.0,19,38,130.5,0,6,8,6,14.25,0,0,6,7,6,13.85714286,0,1.0,0,0.75,0.0
3799,12,133.1,1,39,140.0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,0.0,6,0.0,0.0
3800,1,133.1,34,19,117.1,0,6,12,0,0.0,0,0,6,12,0,0.0,0,0.0,6,0.0,0.0
3801,1,144.0,37,37,127.5,0,8,8,7,13.54285714,0,0,8,8,7,13.54285714,0,0.875,1,0.875,0.0
3802,1,140.0,38,37,126.0,3,9,9,9,13.11111111,0,2,7,10,7,11.71428571,0,1.0,0,1.0,0.0
3803,10,100.0,34,34,113.0,3,9,11,9,12.66666667,0,2,7,7,7,12.14285714,0,1.0,0,0.8181818181818182,0.0
3804,1,135.0,1,19,130.1,0,5,10,4,10.75,1,0,5,13,2,10.0,0,0.8,1,0.4,0.2
3805,1,130.0,37,37,110.0,4,10,14,4,10.75,0,2,10,10,2,10.0,0,0.4,6,0.2857142857142857,0.0
3806,1,147.0,34,37,135.8,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,1.0,0,1.0,0.0
3807,19,149.0,34,34,126.3,0,6,6,6,13.83333333,0,1,6,6,6,12.83333333,0,1.0,0,1.0,0.0
3808,2,130.0,34,34,130.0,15,18,18,17,13.17647059,0,13,18,18,16,13.0,0,0.9444444444444444,1,0.9444444444444444,0.0
3809,1,120.0,34,34,104.0,0,6,8,4,12.75,0,0,6,12,5,12.6,0,0.6666666666666666,2,0.5,0.0
3810,1,125.0,37,37,123.6,0,7,8,5,12.86,0,0,7,8,5,12.86,0,0.7142857142857143,2,0.625,0.0
3811,1,133.1,37,37,121.0,2,8,12,4,12.0,2,2,7,9,4,12.0,2,0.5,4,0.3333333333333333,0.25
3812,1,149.0,37,37,130.5,8,11,11,9,11.66666667,0,8,11,13,9,12.55555556,0,0.8181818181818182,2,0.8181818181818182,0.0
3813,43,180.0,19,19,180.0,12,14,14,14,16.5,0,8,11,11,11,16.90909091,0,1.0,0,1.0,0.0
3814,1,110.0,14,14,112.5,8,10,14,9,12.33333333,0,3,7,10,7,11.77777778,0,0.9,1,0.6428571428571429,0.0
3815,1,131.0,19,3,126.1,0,7,8,7,12.59125,0,0,8,11,7,12.82,0,1.0,0,0.875,0.0
3816,1,117.0,19,19,111.8,0,6,9,4,11.5,0,0,6,12,3,11.0,0,0.6666666666666666,2,0.4444444444444444,0.0
3817,1,120.0,38,37,131.4,17,18,19,18,11.89473684,0,12,13,13,13,12.92307692,0,1.0,0,0.9473684210526315,0.0
3818,1,160.0,19,37,144.3,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
3819,1,100.0,3,19,115.0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
3820,39,140.0,4,4,120.0,0,6,13,5,13.0,0,0,6,13,2,11.5,0,0.8333333333333334,1,0.38461538461538464,0.0
3821,1,160.0,1,38,168.6,0,6,9,0,0.0,0,0,6,6,0,0.0,0,0.0,6,0.0,0.0
3822,1,141.0,37,37,127.7,0,6,6,6,15.16666667,0,0,6,6,6,14.83333333,0,1.0,0,1.0,0.0
3823,39,130.0,38,19,150.0,2,6,8,4,11.75,0,1,6,8,2,13.5,0,0.6666666666666666,2,0.5,0.0
3824,1,142.0,1,38,129.8,0,5,5,0,0.0,0,0,5,6,1,15.0,0,0.0,5,0.0,0.0
3825,1,130.0,1,38,135.6,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
3826,19,133.1,37,37,100.0,0,6,11,3,11.33333333,0,0,6,10,3,14.75,0,0.5,3,0.2727272727272727,0.0
3827,39,140.0,37,37,140.0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,0.8333333333333334,1,0.5,0.0
3828,1,129.0,12,1,124.1,0,5,10,0,0.0,0,0,5,10,1,14.0,3,0.0,5,0.0,0.0
3829,1,148.0,38,38,131.6,0,6,8,6,15.5,0,0,6,9,4,15.5,0,1.0,0,0.75,0.0
3830,1,143.0,1,1,129.0,0,8,8,7,12.36571429,0,0,8,8,7,12.36571429,0,0.875,1,0.875,0.0
3831,1,128.0,37,37,135.7,0,6,7,5,13.2,0,0,6,10,5,13.25,0,0.8333333333333334,1,0.7142857142857143,0.0
3832,1,100.0,37,37,108.0,7,12,12,7,11.42857143,0,4,12,12,7,11.85714286,0,0.5833333333333334,5,0.5833333333333334,0.0
3833,1,116.0,38,19,110.8,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.0,6,0.0,0.0
3834,1,128.0,1,19,124.5,0,6,10,4,14.0,0,0,6,9,6,12.33333333,0,0.6666666666666666,2,0.4,0.0
3835,1,120.0,2,2,100.0,3,12,12,3,12.0,0,5,12,16,5,11.8,0,0.25,9,0.25,0.0
3836,1,121.0,1,3,123.8,0,4,4,0,0.0,4,0,5,8,3,12.0,0,0.0,4,0.0,1.0
3837,1,137.0,3,38,131.4,0,5,13,4,10.0,0,0,5,7,3,11.33333333,0,0.8,1,0.3076923076923077,0.0
3838,1,115.0,38,1,118.5,0,5,9,1,10.0,0,0,5,10,1,10.0,0,0.2,4,0.1111111111111111,0.0
3839,1,129.0,37,37,122.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
3840,1,125.0,37,37,122.9,0,6,7,6,11.16666667,0,0,6,12,3,11.66666667,0,1.0,0,0.8571428571428571,0.0
3841,1,125.0,19,38,118.7,0,6,12,4,11.75,0,0,6,13,3,11.33333333,0,0.6666666666666666,2,0.3333333333333333,0.0
3842,19,133.1,3,1,100.0,0,6,13,3,11.75,0,0,6,10,0,0.0,0,0.5,3,0.23076923076923078,0.0
3843,1,131.0,37,37,135.9,0,5,8,1,10.0,0,0,5,7,1,11.0,0,0.2,4,0.125,0.0
3844,1,133.1,6,11,138.4,0,5,8,3,14.0,0,0,5,5,5,12.8,0,0.6,2,0.375,0.0
3845,12,133.1,34,34,128.2,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.0,5,0.0,0.0
3846,1,114.0,37,38,107.4,0,6,12,3,12.0,0,0,6,15,0,0.0,0,0.5,3,0.25,0.0
3847,1,127.0,1,33,129.8,0,6,10,0,0.0,0,0,5,10,0,0.0,0,0.0,6,0.0,0.0
3848,1,130.0,37,37,100.0,4,10,19,8,11.88888889,0,2,8,17,5,11.6,1,0.8,2,0.42105263157894735,0.0
3849,1,121.0,19,38,113.0,0,6,6,6,13.83333333,0,0,6,6,6,13.66666667,0,1.0,0,1.0,0.0
3850,1,120.0,37,19,107.0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.0,5,0.0,0.0
3851,12,120.0,37,37,130.0,0,6,8,5,11.4,0,0,6,9,5,12.4,0,0.8333333333333334,1,0.625,0.0
3852,1,120.0,37,37,120.0,0,6,8,0,0.0,0,1,6,8,2,11.0,0,0.0,6,0.0,0.0
3853,1,120.0,37,37,120.5,14,17,17,14,10.64285714,1,12,12,12,12,10.66666667,0,0.8235294117647058,3,0.8235294117647058,0.058823529411764705
3854,1,133.1,37,29,120.5,0,6,10,2,11.0,0,0,6,12,0,0.0,0,0.3333333333333333,4,0.2,0.0
3855,1,124.0,3,12,137.0,0,6,6,6,16.83333333,0,0,6,6,6,16.66666667,0,1.0,0,1.0,0.0
3856,1,150.0,37,37,115.0,0,6,8,6,13.57142857,0,0,6,9,5,13.2,0,1.0,0,0.75,0.0
3857,19,133.1,38,19,142.7,0,5,11,5,14.71428571,0,0,5,14,5,14.375,5,1.0,0,0.45454545454545453,0.0
3858,1,116.0,38,19,116.7,0,5,8,0,0.0,0,0,5,5,0,0.0,0,0.0,5,0.0,0.0
3859,1,133.1,37,19,136.1,0,5,14,1,10.0,0,0,5,14,1,11.0,0,0.2,4,0.07142857142857142,0.0
3860,19,133.1,37,19,134.3,0,6,15,1,11.0,0,0,6,13,4,11.75,0,0.16666666666666666,5,0.06666666666666667,0.0
3861,1,167.0,38,38,153.0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,0.16666666666666666,5,0.16666666666666666,0.0
3862,1,140.0,19,38,132.0,0,6,6,5,12.0,0,0,6,6,6,12.83333333,0,0.8333333333333334,1,0.8333333333333334,0.0
3863,1,124.0,38,19,129.6,0,6,10,6,11.125,0,0,6,7,6,11.85714286,0,1.0,0,0.6,0.0
3864,1,110.0,3,19,105.0,2,6,13,3,11.33333333,0,0,6,8,2,11.5,0,0.5,3,0.23076923076923078,0.0
3865,1,150.0,1,1,130.8,0,6,15,2,12.0,0,0,6,12,0,0.0,0,0.3333333333333333,4,0.13333333333333333,0.0
3866,1,123.0,37,37,119.7,0,7,8,0,0.0,1,0,7,7,0,0.0,0,0.0,7,0.0,0.14285714285714285
3867,1,152.0,19,19,132.5,0,8,8,7,14.54,0,0,8,8,7,14.54,0,0.875,1,0.875,0.0
3868,39,130.0,1,19,130.0,0,6,9,6,12.16666667,0,0,6,14,4,13.0,0,1.0,0,0.6666666666666666,0.0
3869,1,133.1,1,1,120.0,0,5,13,4,13.5,1,0,5,12,3,11.66666667,1,0.8,1,0.3076923076923077,0.2
3870,1,133.1,1,37,150.0,0,6,8,6,14.75,0,0,6,9,5,14.33333333,0,1.0,0,0.75,0.0
3871,1,124.0,38,38,115.6,0,5,8,5,12.375,0,0,5,7,5,11.66666667,0,1.0,0,0.625,0.0
3872,6,119.1,1,19,119.1,0,7,7,6,12.73333333,0,0,7,7,6,12.73333333,0,0.8571428571428571,1,0.8571428571428571,0.0
3873,1,128.0,19,19,123.5,0,6,9,4,12.5,0,0,6,6,0,0.0,0,0.6666666666666666,2,0.4444444444444444,0.0
3874,1,133.1,1,1,120.0,0,5,5,0,0.0,1,0,5,5,0,0.0,5,0.0,5,0.0,0.2
3875,19,133.1,34,34,110.0,0,7,7,0,0.0,6,0,7,7,0,0.0,6,0.0,7,0.0,0.8571428571428571
3876,1,145.0,1,1,131.4,0,7,7,7,13.44285714,0,0,8,8,7,13.77142857,0,1.0,0,1.0,0.0
3877,1,141.0,1,1,126.8,0,8,8,8,14.2,0,0,8,8,8,14.2,0,1.0,0,1.0,0.0
3878,6,118.9,38,37,118.9,0,7,7,6,13.55,0,0,7,7,6,13.55,0,0.8571428571428571,1,0.8571428571428571,0.0
3879,1,160.0,37,37,160.0,0,5,5,5,11.6,0,0,5,6,5,11.16666667,0,1.0,0,1.0,0.0
3880,1,111.0,19,12,115.9,0,6,7,6,13.57142857,0,0,6,7,6,15.28571429,0,1.0,0,0.8571428571428571,0.0
3881,1,111.0,1,19,109.3,0,6,6,6,13.83333333,0,0,6,6,6,15.0,0,1.0,0,1.0,0.0
3882,1,123.0,37,38,113.9,0,6,7,4,11.25,0,0,6,9,4,10.85714286,0,0.6666666666666666,2,0.5714285714285714,0.0
3883,1,133.0,37,37,121.8,0,6,7,5,10.2,0,0,6,9,4,11.25,0,0.8333333333333334,1,0.7142857142857143,0.0
3884,3,140.0,1,37,140.0,0,8,8,7,15.67571429,0,0,8,8,7,15.67571429,0,0.875,1,0.875,0.0
3885,1,122.0,38,38,114.7,0,6,9,6,10.83333333,0,0,6,8,6,12.0,0,1.0,0,0.6666666666666666,0.0
3886,1,128.0,19,19,120.0,0,6,6,6,14.5,0,0,6,7,5,15.0,0,1.0,0,1.0,0.0
3887,1,108.0,19,38,107.3,0,6,12,4,10.4,0,0,6,11,4,10.75,0,0.6666666666666666,2,0.3333333333333333,0.0
3888,1,139.0,38,38,136.2,0,5,7,5,13.0,1,0,5,7,5,13.33333333,0,1.0,0,0.7142857142857143,0.2
3889,1,130.0,1,38,119.5,0,7,7,7,12.24285714,0,0,8,8,8,14.125,0,1.0,0,1.0,0.0
3890,1,133.1,1,19,106.0,0,7,7,7,13.0,0,0,7,8,6,12.5,0,1.0,0,1.0,0.0
3891,1,130.0,1,1,124.1,0,6,6,6,14.16666667,0,0,6,7,6,13.42857143,0,1.0,0,1.0,0.0
3892,1,143.0,1,1,133.2,0,5,11,4,14.25,0,0,5,7,4,12.5,0,0.8,1,0.36363636363636365,0.0
3893,1,110.0,37,37,110.0,0,5,14,1,12.0,2,0,5,11,2,10.5,1,0.2,4,0.07142857142857142,0.4
3894,1,120.0,1,1,114.8,0,7,11,4,13.25,0,0,7,9,5,13.82,0,0.5714285714285714,3,0.36363636363636365,0.0
3895,1,140.0,38,37,130.0,0,7,7,6,13.18333333,0,0,7,7,6,13.18333333,0,0.8571428571428571,1,0.8571428571428571,0.0
3896,1,125.0,19,1,122.6,0,6,6,1,11.0,0,0,6,6,0,0.0,0,0.16666666666666666,5,0.16666666666666666,0.0
3897,1,134.0,38,1,133.5,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,1.0,0,0.875,0.0
3898,1,130.0,37,37,120.0,0,6,7,5,12.4,0,0,6,8,5,12.8,0,0.8333333333333334,1,0.7142857142857143,0.0
3899,3,120.0,37,37,120.0,3,8,9,5,12.6,2,2,7,13,5,11.25,0,0.625,3,0.5555555555555556,0.25
3900,1,142.0,37,38,137.3,0,7,7,6,13.9,0,0,7,7,6,13.9,0,0.8571428571428571,1,0.8571428571428571,0.0
3901,1,127.0,37,37,123.5,0,6,11,4,11.5,0,0,6,12,3,11.0,0,0.6666666666666666,2,0.36363636363636365,0.0
3902,1,140.0,37,37,131.8,0,5,6,4,14.2,0,0,5,10,4,11.85714286,0,0.8,1,0.6666666666666666,0.0
3903,1,140.0,38,37,130.0,0,5,12,3,10.66666667,2,0,5,15,3,10.66666667,0,0.6,2,0.25,0.4
3904,1,142.0,38,37,128.0,0,7,14,0,0.0,0,0,8,0,0,0.0,0,0.0,7,0.0,0.0
3905,1,120.0,37,37,95.0,0,6,10,6,11.0,0,0,6,14,3,11.33333333,0,1.0,0,0.6,0.0
3906,1,124.0,37,37,116.0,0,8,8,7,13.95714286,0,0,8,8,7,13.95714286,0,0.875,1,0.875,0.0
3907,1,157.0,3,38,136.7,0,6,11,4,12.5,1,0,6,13,3,13.66666667,0,0.6666666666666666,2,0.36363636363636365,0.16666666666666666
3908,1,126.6,38,38,107.5,0,6,8,6,13.33333333,0,0,6,7,6,15.28571429,0,1.0,0,0.75,0.0
3909,1,110.0,37,37,108.4,0,5,5,0,0.0,0,0,5,6,0,0.0,0,0.0,5,0.0,0.0
3910,1,144.0,19,19,130.7,0,6,9,6,11.66666667,0,0,6,8,5,11.6,0,1.0,0,0.6666666666666666,0.0
3911,39,160.0,37,19,155.9,3,6,7,6,15.71428571,0,2,6,7,6,15.5,0,1.0,0,0.8571428571428571,0.0
3912,1,105.0,1,19,106.1,0,6,8,5,11.0,0,0,6,9,5,11.4,0,0.8333333333333334,1,0.625,0.0
3913,1,130.0,26,30,128.6,0,5,8,4,12.25,0,0,5,7,4,12.75,2,0.8,1,0.5,0.0
3914,3,140.0,37,19,140.0,4,10,25,5,12.2,0,3,9,18,8,12.22222222,0,0.5,5,0.2,0.0
3915,1,138.0,37,37,145.0,0,5,6,5,13.0,0,0,5,5,5,14.0,0,1.0,0,0.8333333333333334,0.0
3916,1,120.0,38,37,113.0,0,6,11,4,12.0,0,0,6,7,6,13.0,0,0.6666666666666666,2,0.36363636363636365,0.0
3917,1,135.0,19,12,137.1,0,6,6,6,13.33333333,0,0,6,7,6,12.33333333,0,1.0,0,1.0,0.0
3918,1,119.0,37,37,119.7,0,5,6,3,13.0,0,0,5,7,3,13.0,1,0.6,2,0.5,0.0
3919,1,121.0,1,1,120.5,0,8,8,7,12.91,0,0,8,8,7,12.91,0,0.875,1,0.875,0.0
3920,1,126.0,38,1,125.7,0,6,8,6,11.0,0,0,6,13,3,11.0,0,1.0,0,0.75,0.0
3921,1,132.0,38,19,125.5,0,7,8,6,13.58,0,0,8,8,8,12.93625,0,0.8571428571428571,1,0.75,0.0
3922,1,128.0,19,19,124.5,0,6,10,4,12.4,0,0,6,8,6,12.5,0,0.6666666666666666,2,0.4,0.0
3923,1,160.0,37,37,126.0,4,9,13,8,12.88888889,0,2,7,9,7,13.0,0,0.8888888888888888,1,0.6153846153846154,0.0
3924,1,125.0,19,19,136.2,6,12,12,11,11.54545455,0,4,11,18,9,11.7,1,0.9166666666666666,1,0.9166666666666666,0.0
3925,1,127.0,1,5,124.2,0,5,6,1,10.0,0,0,5,5,0,0.0,0,0.2,4,0.16666666666666666,0.0
3926,1,147.0,19,1,138.5,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,1.0,0,1.0,0.0
3927,1,130.0,38,37,122.3,0,6,8,6,14.14285714,0,0,6,6,5,12.0,0,1.0,0,0.75,0.0
3928,1,134.0,19,37,126.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0
3929,1,140.0,19,19,135.4,0,6,10,5,11.8,0,0,6,13,4,11.25,0,0.8333333333333334,1,0.5,0.0
3930,1,151.0,1,1,146.5,0,6,6,6,13.33333333,0,0,6,6,6,14.16666667,0,1.0,0,1.0,0.0
3931,1,132.0,3,1,121.9,0,6,8,6,14.5,0,0,6,9,6,12.85714286,0,1.0,0,0.75,0.0
3932,40,130.0,19,19,130.0,5,10,13,8,12.66666667,0,5,10,12,10,13.4,0,0.8,2,0.6153846153846154,0.0
3933,1,126.0,19,19,115.2,0,5,13,1,10.0,0,0,5,8,2,10.0,0,0.2,4,0.07692307692307693,0.0
3934,1,119.0,38,38,115.2,0,6,10,0,0.0,0,0,6,6,0,0.0,0,0.0,6,0.0,0.0
3935,1,123.0,38,37,125.1,0,6,12,4,11.0,0,0,6,6,4,12.5,0,0.6666666666666666,2,0.3333333333333333,0.0
3936,1,106.0,37,37,108.0,0,5,10,2,12.0,2,0,5,9,4,11.0,0,0.4,3,0.2,0.4
3937,1,121.0,19,19,125.9,0,6,10,4,10.0,0,0,6,12,2,13.5,0,0.6666666666666666,2,0.4,0.0
3938,1,138.0,19,1,128.0,0,7,7,7,14.20857143,0,0,8,9,8,15.12777778,0,1.0,0,1.0,0.0
3939,1,118.0,3,1,113.5,0,7,7,7,14.30714286,0,0,8,8,8,15.0125,0,1.0,0,1.0,0.0
3940,1,120.0,37,37,124.6,0,5,8,3,11.0,0,0,5,12,4,13.375,0,0.6,2,0.375,0.0
3941,19,133.1,19,4,116.0,0,7,14,0,0.0,0,0,6,6,0,0.0,0,0.0,7,0.0,0.0
3942,1,141.0,3,3,124.9,0,6,10,6,12.0,0,0,6,12,4,11.0,0,1.0,0,0.6,0.0
3943,1,180.0,1,1,140.5,0,5,0,0,0.0,0,0,5,0,0,0.0,0,0.0,5,0.0,0.0
