,application_mode,application_order,course,daytime_evening_attendance,mother_s_occupation,father_s_occupation
2685,1,2,9119,1,141,192
2686,51,1,9147,1,9,8
2687,42,1,9119,1,90,90
2688,1,1,9119,1,9,9
2689,17,1,9773,1,90,8
2690,17,1,9147,1,9,7
2691,1,1,9147,1,9,10
2692,17,4,9147,1,4,4
2693,1,1,9003,1,9,4
2694,1,2,9773,1,4,3
2695,39,1,9500,1,144,123
2696,39,1,9254,1,3,1
2697,17,1,9670,1,191,171
2698,44,1,9070,1,9,7
2699,1,1,9500,1,9,9
2700,1,1,171,1,4,3
2701,42,1,9003,1,2,2
2702,17,1,9119,1,7,3
2703,44,1,9003,1,1,9
2704,17,1,9670,1,4,4
2705,39,2,9147,1,4,1
2706,1,1,9130,1,2,2
2707,1,1,9147,1,9,5
2708,5,3,9070,1,9,6
2709,39,1,9556,1,9,2
2710,17,1,9254,1,9,6
2711,43,1,8014,0,0,6
2712,1,2,9147,1,7,9
2713,43,1,9130,1,3,4
2714,39,1,9085,1,5,5
2715,1,5,9500,1,9,9
2716,39,2,9556,1,9,9
2717,15,1,9670,1,9,4
2718,1,1,9500,1,3,4
2719,1,4,9085,1,1,4
2720,1,2,9085,1,9,8
2721,17,2,9147,1,2,2
2722,43,1,9085,1,2,5
2723,17,2,9147,1,9,3
2724,39,1,9500,1,7,7
2725,1,1,9130,1,2,2
2726,44,1,9085,1,9,9
2727,17,2,9500,1,5,7
2728,39,1,9085,1,2,9
2729,1,1,9130,1,5,8
2730,1,1,9238,1,5,5
2731,1,1,9238,1,3,10
2732,1,1,9500,1,4,4
2733,17,2,9238,1,4,10
2734,1,4,9773,1,9,10
2735,1,1,9500,1,9,9
2736,17,4,9500,1,9,9
2737,1,1,9130,1,2,4
2738,17,2,9147,1,6,6
2739,1,4,9085,1,9,9
2740,1,2,9070,1,9,9
2741,17,1,8014,0,0,0
2742,1,1,9238,1,4,4
2743,1,1,9238,1,3,3
2744,39,1,9254,1,4,7
2745,1,2,9853,1,9,8
2746,1,1,9500,1,191,163
2747,42,1,9003,1,2,6
2748,39,1,9991,0,9,9
2749,39,1,9991,0,9,7
2750,39,1,9119,1,4,7
2751,39,1,9670,1,3,5
2752,39,1,8014,0,6,8
2753,43,1,9991,0,9,7
2754,7,1,9991,0,9,7
2755,7,1,9238,1,5,5
2756,39,2,9147,1,9,9
2757,44,1,9085,1,2,2
2758,44,1,9003,1,3,5
2759,44,1,9003,1,9,6
2760,39,1,9500,1,3,7
2761,43,1,8014,0,9,5
2762,39,1,8014,0,5,5
2763,43,1,8014,0,90,90
2764,39,1,9991,0,9,9
2765,16,4,9500,1,4,4
2766,7,1,9500,1,7,7
2767,17,3,8014,0,5,90
2768,17,1,9147,1,6,10
2769,1,1,9500,1,9,8
2770,17,6,9556,1,7,7
2771,1,4,9500,1,9,9
2772,1,1,9500,1,3,8
2773,42,3,9500,1,4,4
2774,1,4,9500,1,5,10
2775,1,4,9500,1,9,5
2776,17,2,171,1,9,9
2777,43,2,9670,1,5,5
2778,7,0,9003,1,4,9
2779,1,2,9238,1,4,7
2780,1,3,9500,1,5,7
2781,1,1,9853,1,9,9
2782,43,1,9773,1,5,5
2783,1,1,9238,1,9,7
2784,1,1,9070,1,5,7
2785,1,1,8014,0,9,7
2786,39,1,9773,1,5,4
2787,1,3,9670,1,7,7
2788,39,1,9670,1,7,7
2789,39,1,171,1,9,7
2790,17,1,9147,1,5,7
2791,1,1,9085,1,9,3
2792,39,1,8014,0,7,7
2793,1,1,171,1,9,8
2794,39,1,9991,0,9,9
2795,39,1,9500,1,9,3
2796,39,1,9500,1,9,9
2797,1,2,9670,1,7,7
2798,42,1,9500,1,9,3
2799,42,1,9119,1,5,7
2800,1,1,9254,1,3,8
2801,44,1,9130,1,2,4
2802,1,1,9773,1,4,7
2803,1,3,9085,1,9,1
2804,1,1,9238,1,9,9
2805,1,4,9500,1,9,9
2806,18,2,9773,1,9,7
2807,1,1,9670,1,5,7
2808,1,1,9773,1,9,9
2809,1,3,9500,1,131,181
2810,1,1,9853,1,9,9
2811,39,1,9500,1,1,90
2812,17,5,9500,1,4,3
2813,1,1,9238,1,9,9
2814,1,1,171,1,2,10
2815,17,1,9238,1,9,5
2816,1,1,9500,1,9,6
2817,1,1,9147,1,9,7
2818,7,1,8014,0,0,0
2819,43,1,9773,1,5,5
2820,18,6,9500,1,3,6
2821,18,5,9085,1,2,3
2822,44,1,9238,1,4,9
2823,17,1,9670,1,4,4
2824,1,5,9500,1,4,8
2825,17,1,9130,1,4,4
2826,1,2,9670,1,4,7
2827,39,1,9991,0,9,6
2828,1,2,9070,1,2,2
2829,17,1,171,1,9,9
2830,17,5,9147,1,3,10
2831,17,3,9147,1,4,7
2832,39,1,9003,1,2,2
2833,1,2,9670,1,9,9
2834,39,1,9085,1,7,7
2835,43,1,9147,1,7,10
2836,39,1,9991,0,0,0
2837,39,2,9147,1,9,8
2838,39,1,9991,0,9,5
2839,1,2,9085,1,4,9
2840,39,1,9085,1,6,6
2841,39,1,9003,1,9,6
2842,39,1,9070,1,2,5
2843,1,1,9991,0,9,9
2844,39,1,9991,0,9,9
2845,44,1,9003,1,9,6
2846,39,2,9556,1,99,99
2847,39,1,9773,1,9,6
2848,42,1,9147,1,9,9
2849,44,1,9085,1,4,2
2850,18,2,9773,1,4,4
2851,1,3,9773,1,4,5
2852,53,1,9003,1,144,144
2853,18,3,9070,1,5,3
2854,1,1,9500,1,9,10
2855,17,1,9500,1,9,9
2856,1,1,9773,1,3,3
2857,1,1,171,1,4,3
2858,1,2,9670,1,4,4
2859,43,1,8014,0,0,0
2860,43,1,9238,1,9,9
2861,1,1,9085,1,2,2
2862,39,1,8014,0,9,9
2863,43,1,9853,1,6,6
2864,17,2,9773,1,5,5
2865,39,1,9147,1,9,9
2866,39,1,8014,0,90,90
2867,39,1,9003,1,9,9
2868,39,1,9147,1,9,10
2869,39,1,9991,0,9,9
2870,1,1,171,1,2,2
2871,39,1,9500,1,9,6
2872,43,1,9991,0,5,6
2873,42,1,9254,1,4,9
2874,39,1,9991,0,90,90
2875,51,1,9147,1,9,10
2876,39,1,9556,1,4,4
2877,39,1,8014,0,9,7
2878,42,1,9853,1,4,7
2879,39,1,8014,0,5,7
2880,39,1,8014,0,9,7
2881,43,1,9238,1,5,5
2882,39,1,9991,0,9,9
2883,39,1,8014,0,9,9
2884,7,1,9003,1,6,6
2885,39,1,8014,0,5,7
2886,39,1,9991,0,9,9
2887,1,1,9853,1,9,9
2888,17,1,9238,1,9,7
2889,17,4,9670,1,9,6
2890,39,1,8014,0,0,0
2891,39,1,9991,0,3,9
2892,1,2,9670,1,4,7
2893,43,1,8014,0,0,0
2894,17,4,9853,1,9,9
2895,1,1,8014,0,9,9
2896,39,1,9991,0,6,6
2897,43,1,9500,1,2,2
2898,18,6,9500,1,3,8
2899,17,2,171,1,3,3
2900,43,1,9991,0,9,8
2901,7,1,8014,0,4,4
2902,39,1,9556,1,9,9
2903,17,1,9238,1,3,3
2904,39,1,8014,0,9,7
2905,17,1,9773,1,2,3
2906,39,2,8014,0,7,5
2907,1,4,9500,1,4,9
2908,43,1,9085,1,90,90
2909,44,1,9003,1,3,9
2910,17,2,9773,1,3,3
2911,1,6,9500,1,4,4
2912,43,4,9085,1,99,99
2913,1,2,9238,1,0,8
2914,39,2,9147,1,9,9
2915,39,1,8014,0,9,9
2916,7,1,8014,0,9,9
2917,1,1,9500,1,7,7
2918,43,1,9991,0,9,9
2919,39,1,9003,1,9,9
2920,1,1,171,1,4,7
2921,39,1,8014,0,4,5
2922,39,1,9238,1,4,4
2923,39,1,9670,1,0,0
2924,39,1,9500,1,6,6
2925,1,1,9773,1,9,7
2926,44,1,8014,0,4,6
2927,1,1,9147,1,9,7
2928,1,1,171,1,9,3
2929,1,3,9500,1,4,4
2930,39,1,9991,0,90,90
2931,1,1,9130,1,0,4
2932,39,1,9991,0,6,6
2933,1,6,9500,1,9,9
2934,39,1,8014,0,0,0
2935,43,1,9773,1,90,90
2936,44,1,9085,1,6,6
2937,43,5,9853,1,0,0
2938,39,1,9991,0,9,3
2939,39,1,8014,0,6,5
2940,39,1,8014,0,9,9
2941,39,2,9556,1,9,2
2942,1,1,171,1,2,4
2943,39,1,9003,1,9,1
2944,1,4,9500,1,2,3
2945,39,1,9853,1,9,5
2946,44,1,9853,1,2,7
2947,17,6,9670,1,3,10
2948,1,6,9853,1,5,5
2949,39,1,9085,1,4,2
2950,1,1,9003,1,5,5
2951,1,3,9085,1,4,8
2952,39,2,9670,1,9,9
2953,39,1,171,1,9,9
2954,39,1,9238,1,9,9
2955,1,1,171,1,9,9
2956,7,1,9500,1,9,5
2957,39,1,8014,0,9,9
2958,39,1,9853,1,3,7
2959,39,1,9254,1,2,2
2960,1,1,9670,1,9,1
2961,1,1,9500,1,9,9
2962,18,3,9070,1,3,4
2963,1,1,9991,0,4,9
2964,1,1,9070,1,9,9
2965,17,1,9147,1,7,3
2966,42,1,9500,1,3,3
2967,17,4,9500,1,2,1
2968,39,2,8014,0,90,90
2969,39,1,9670,1,4,2
2970,43,2,9238,1,4,5
2971,39,1,9991,0,9,5
2972,5,1,9085,1,4,4
2973,16,6,9147,1,9,9
2974,1,1,171,1,123,103
2975,43,1,9991,0,1,1
2976,1,2,9254,1,9,9
2977,42,1,9853,1,3,2
2978,1,3,9070,1,5,7
2979,1,1,9085,1,1,1
2980,17,4,9773,1,5,7
2981,1,1,9070,1,9,9
2982,17,6,9500,1,5,5
2983,7,1,9853,1,4,5
2984,42,4,9500,1,2,9
2985,17,1,9070,1,9,9
2986,43,2,9853,1,5,4
2987,39,1,8014,0,0,0
2988,17,1,171,1,3,3
2989,1,2,9254,1,9,7
2990,1,1,9130,1,9,9
2991,18,1,9500,1,3,3
2992,1,2,9773,1,3,2
2993,39,1,8014,0,5,6
2994,17,1,9773,1,9,8
2995,17,5,9500,1,5,5
2996,17,1,9238,1,0,5
2997,17,1,9147,1,2,2
2998,1,1,9130,1,4,8
2999,39,1,8014,0,90,90
3000,39,1,9500,1,2,5
3001,1,2,9500,1,2,10
3002,1,3,9773,1,5,3
3003,17,3,9556,1,9,4
3004,17,1,9147,1,9,9
3005,1,4,9500,1,7,7
3006,1,4,9147,1,4,5
3007,17,5,9147,1,4,5
3008,1,1,9130,1,2,9
3009,1,4,9500,1,3,6
3010,17,1,9085,1,2,3
3011,1,1,9085,1,6,6
3012,16,1,9500,1,9,9
3013,17,1,9670,1,3,3
3014,1,6,9500,1,7,7
3015,1,4,9500,1,5,6
3016,53,1,9085,1,4,8
3017,1,1,9500,1,1,5
3018,16,2,9085,1,9,9
3019,17,6,9238,1,1,2
3020,17,1,9130,1,5,3
3021,1,1,9500,1,2,3
3022,17,1,9853,1,4,10
3023,1,2,171,1,9,9
3024,1,1,171,1,9,7
3025,1,6,9500,1,4,9
3026,1,4,9773,1,2,3
3027,1,4,9773,1,4,3
3028,39,1,8014,0,9,6
3029,17,6,9147,1,9,9
3030,7,1,9853,1,9,9
3031,43,1,9500,1,5,2
3032,18,2,9500,1,5,5
3033,5,2,9238,1,2,9
3034,1,1,9085,1,2,2
3035,1,1,9254,1,4,4
3036,1,2,9500,1,2,2
3037,1,1,9670,1,9,10
3038,1,1,9773,1,9,9
3039,1,1,9853,1,9,9
3040,1,3,9773,1,9,9
3041,17,5,9500,1,9,4
3042,17,4,9670,1,7,7
3043,1,1,9070,1,3,3
3044,5,5,9254,1,9,7
3045,17,2,9853,1,3,9
3046,1,1,9085,1,9,7
3047,1,4,9773,1,0,90
3048,1,1,9147,1,3,3
3049,1,2,9085,1,5,7
3050,39,1,9556,1,9,6
3051,42,1,9147,1,2,5
3052,16,1,9085,1,9,9
3053,17,1,9085,1,0,90
3054,17,1,9238,1,9,6
3055,7,1,9130,1,9,6
3056,17,2,9773,1,9,6
3057,1,1,8014,0,0,0
3058,1,4,9500,1,8,7
3059,1,3,9500,1,9,9
3060,1,2,9773,1,5,6
3061,17,2,9254,1,9,9
3062,17,3,9670,1,4,4
3063,39,1,9773,1,171,163
3064,17,2,9238,1,7,7
3065,17,2,9254,1,9,7
3066,44,1,9070,1,4,10
3067,1,3,9500,1,5,2
3068,39,1,9556,1,9,8
3069,39,1,9085,1,10,9
3070,1,3,9670,1,5,5
3071,39,1,8014,0,4,4
3072,44,1,9238,1,4,5
3073,39,1,9119,1,9,4
3074,2,1,9147,1,9,9
3075,1,1,9670,1,123,112
3076,39,1,9670,1,4,4
3077,43,1,9119,1,9,2
3078,1,1,9670,1,4,9
3079,44,1,9085,1,4,8
3080,39,1,9991,0,5,5
3081,1,6,9500,1,3,5
3082,18,1,9070,1,7,5
3083,1,1,9130,1,2,9
3084,1,1,9070,1,9,3
3085,7,1,9147,1,9,9
3086,43,1,9991,0,9,9
3087,1,6,9147,1,4,4
3088,39,1,9500,1,9,9
3089,39,1,9991,0,9,7
3090,1,1,9238,1,9,9
3091,17,1,9853,1,9,7
3092,1,1,8014,0,6,10
3093,43,1,9500,1,90,3
3094,17,2,9254,1,7,7
3095,1,4,9238,1,9,9
3096,39,1,8014,0,9,9
3097,17,4,9773,1,9,9
3098,1,1,9238,1,9,9
3099,17,1,8014,0,4,7
3100,1,1,9500,1,3,10
3101,17,4,9147,1,4,5
3102,39,1,9670,1,9,9
3103,1,1,171,1,9,9
3104,17,4,9238,1,4,7
3105,39,1,9085,1,1,4
3106,1,6,9500,1,4,5
3107,1,1,9500,1,9,10
3108,1,5,9773,1,4,5
3109,1,1,9147,1,3,9
3110,42,1,171,1,1,4
3111,17,4,9500,1,4,4
3112,17,4,9254,1,4,4
3113,1,1,9670,1,2,9
3114,1,1,9773,1,9,7
3115,1,1,9238,1,5,8
3116,1,5,9500,1,7,9
3117,1,4,9773,1,9,7
3118,17,1,9254,1,3,10
3119,1,1,9085,1,1,1
3120,1,1,9991,0,6,3
3121,1,1,9556,1,7,9
3122,17,5,9670,1,7,7
3123,1,1,9500,1,9,9
3124,17,3,9500,1,7,7
3125,43,1,9238,1,0,0
3126,17,1,9238,1,9,8
3127,18,1,9147,1,9,5
3128,1,6,9147,1,4,9
3129,1,1,9773,1,4,9
3130,17,1,9238,1,3,4
3131,1,3,9500,1,9,8
3132,1,1,9130,1,2,4
3133,1,6,9500,1,4,4
3134,17,1,9500,1,2,10
3135,1,1,171,1,4,3
3136,1,1,9085,1,9,7
3137,39,1,9085,1,4,7
3138,1,1,9773,1,4,3
3139,1,1,9853,1,2,7
3140,39,1,9085,1,9,10
3141,17,2,9147,1,4,5
3142,1,1,9147,1,2,9
3143,17,1,9500,1,9,9
3144,1,1,9238,1,9,8
3145,43,1,9991,0,9,7
3146,1,1,9238,1,5,5
3147,1,5,9500,1,3,4
3148,17,3,9147,1,7,7
3149,39,1,9670,1,4,10
3150,1,1,9130,1,9,9
3151,1,1,171,1,4,4
3152,17,1,9773,1,123,135
3153,1,1,171,1,2,2
3154,1,5,9500,1,3,8
3155,1,2,9147,1,9,9
3156,43,1,9003,1,4,7
3157,1,1,9147,1,5,5
3158,17,1,9254,1,4,4
3159,43,1,9070,1,9,9
3160,1,2,171,1,9,9
3161,1,1,9254,1,9,9
3162,1,4,9500,1,9,9
3163,1,1,9238,1,5,7
3164,1,1,9085,1,9,9
3165,1,1,9085,1,2,7
3166,17,2,9853,1,2,3
3167,39,1,9991,0,9,8
3168,1,1,9254,1,4,2
3169,1,3,9500,1,8,7
3170,17,1,9147,1,4,8
3171,18,2,9853,1,9,2
3172,17,3,9254,1,5,7
3173,39,1,9556,1,9,6
3174,17,5,9238,1,5,7
3175,39,1,33,1,9,5
3176,1,4,9500,1,9,5
3177,1,1,9670,1,9,9
3178,1,1,9500,1,3,10
3179,43,1,9500,1,9,7
3180,17,1,9070,1,3,3
3181,39,1,9130,1,9,2
3182,43,1,8014,0,0,0
3183,39,1,9119,1,9,3
3184,1,1,9085,1,5,9
3185,17,2,9119,1,9,7
3186,39,1,9130,1,90,90
3187,1,1,9500,1,4,5
3188,17,1,9147,1,4,4
3189,1,1,171,1,3,5
3190,39,1,9003,1,9,5
3191,1,1,9670,1,9,9
3192,1,2,9147,1,4,5
3193,42,1,9070,1,3,1
3194,51,1,9991,0,5,3
3195,17,2,9773,1,2,5
3196,42,1,9003,1,4,2
3197,1,6,9147,1,1,6
3198,7,1,9254,1,3,3
3199,1,1,9500,1,9,9
3200,39,1,9238,1,8,8
3201,1,1,9773,1,4,1
3202,1,1,9773,1,4,4
3203,17,1,9773,1,2,3
3204,17,5,9773,1,4,4
3205,39,1,9991,0,7,9
3206,1,1,9147,1,1,5
3207,1,1,9773,1,3,3
3208,1,1,9238,1,4,6
3209,18,2,9070,1,5,5
3210,7,1,9003,1,6,2
3211,1,1,171,1,3,2
3212,1,1,9254,1,4,5
3213,44,1,9003,1,2,6
3214,1,4,9070,1,2,2
3215,1,6,9254,1,2,2
3216,17,2,9254,1,2,2
3217,1,5,9119,1,90,90
3218,43,1,8014,0,9,9
3219,39,1,9991,0,9,8
3220,17,3,9670,1,8,8
3221,39,1,9556,1,9,9
3222,1,1,9670,1,9,7
3223,17,1,9991,0,9,3
3224,39,1,9147,1,7,9
3225,43,1,9500,1,9,10
3226,1,1,9085,1,9,9
3227,44,1,9085,1,194,193
3228,1,2,9500,1,9,8
3229,1,6,9500,1,5,5
3230,39,1,9500,1,9,4
3231,39,1,9147,1,9,9
3232,1,2,9773,1,3,9
3233,17,3,9085,1,9,9
3234,1,2,9500,1,4,3
3235,1,2,9500,1,9,7
3236,17,1,9085,1,4,9
3237,1,1,9670,1,9,9
3238,17,4,9500,1,4,4
3239,1,1,9238,1,4,9
3240,39,1,9991,0,9,9
3241,43,1,9238,1,9,9
3242,39,1,8014,0,9,9
3243,1,1,9500,1,7,7
3244,17,3,9853,1,5,7
3245,43,1,9773,1,4,8
3246,17,1,9773,1,2,2
3247,17,5,9085,1,4,7
3248,17,5,9147,1,5,5
3249,1,3,9070,1,5,5
3250,7,1,9556,1,9,9
3251,17,4,9147,1,6,7
3252,43,1,9130,1,4,90
3253,44,1,9130,1,9,2
3254,15,1,9085,1,4,2
3255,17,6,9670,1,4,5
3256,1,2,9500,1,9,7
3257,39,1,9003,1,9,4
3258,44,1,9147,1,9,3
3259,17,2,9500,1,9,9
3260,1,1,9085,1,4,10
3261,1,3,9147,1,3,8
3262,39,1,8014,0,9,4
3263,1,2,9085,1,9,9
3264,1,1,9853,1,7,7
3265,17,1,9238,1,144,181
3266,17,2,9670,1,3,1
3267,39,1,9991,0,9,5
3268,39,1,9500,1,9,8
3269,43,2,9773,1,0,0
3270,1,1,9254,1,9,9
3271,39,1,8014,0,9,9
3272,42,1,9147,1,9,9
3273,43,1,9500,1,9,6
3274,39,1,9003,1,9,9
3275,7,1,9147,1,9,9
3276,51,1,33,1,9,9
3277,1,1,9147,1,9,9
3278,43,3,9147,1,3,3
3279,39,1,8014,0,9,8
3280,17,2,9556,1,7,7
3281,7,1,8014,0,90,90
3282,53,1,9147,1,175,152
3283,1,4,9254,1,9,9
3284,39,1,9991,0,9,6
3285,43,1,9991,0,5,5
3286,7,1,9556,1,9,9
3287,17,6,9670,1,0,1
3288,39,1,9991,0,4,6
3289,39,1,9003,1,9,7
3290,1,1,9238,1,5,5
3291,39,1,9003,1,9,7
3292,1,1,9238,1,0,0
3293,17,3,9500,1,9,5
3294,43,1,9500,1,9,10
3295,17,2,8014,0,5,10
3296,17,2,9500,1,7,7
3297,39,1,9500,1,3,7
3298,17,1,9238,1,9,7
3299,1,5,9500,1,7,7
3300,1,1,171,1,5,1
3301,17,1,9500,1,9,7
3302,17,1,9500,1,9,8
3303,1,4,9085,1,9,9
3304,44,1,8014,0,9,7
3305,1,3,9773,1,3,5
3306,43,1,9254,1,9,3
3307,7,1,8014,0,5,3
3308,1,6,9500,1,1,4
3309,39,1,9500,1,9,7
3310,39,1,8014,0,9,7
3311,1,2,9085,1,3,7
3312,51,1,9070,1,3,7
3313,1,1,9254,1,9,10
3314,43,1,9991,0,1,1
3315,1,1,9991,0,9,9
3316,7,1,9119,1,1,1
3317,1,1,171,1,4,9
3318,43,1,9991,0,9,9
3319,16,2,9070,1,3,1
3320,1,1,9773,1,5,9
3321,1,6,9147,1,7,7
3322,17,4,9147,1,0,4
3323,17,3,9119,1,3,3
3324,39,1,171,1,5,2
3325,1,1,171,1,2,2
3326,43,1,9991,0,9,9
3327,39,1,9130,1,4,1
3328,39,1,9119,1,9,9
3329,17,1,9147,1,4,4
3330,1,1,9238,1,9,9
3331,43,1,9254,1,9,9
3332,17,1,9119,1,9,9
3333,39,2,9670,1,0,0
3334,1,6,9773,1,9,9
3335,17,4,9773,1,2,7
3336,44,1,9003,1,4,4
3337,43,1,9670,1,99,99
3338,39,1,9085,1,90,7
3339,17,1,9670,1,4,3
3340,1,3,9773,1,5,10
3341,17,1,9670,1,4,8
3342,1,1,9070,1,4,4
3343,1,1,9119,1,9,6
3344,39,1,9085,1,5,6
3345,1,1,9254,1,9,8
3346,39,1,9500,1,9,8
3347,39,1,9147,1,9,9
3348,39,1,9003,1,9,4
3349,51,1,9670,1,3,10
3350,1,1,8014,0,2,9
3351,44,1,9003,1,4,7
3352,39,1,9119,1,4,3
3353,1,1,9773,1,5,7
3354,1,1,9500,1,9,9
3355,39,2,9003,1,4,1
3356,44,1,9119,1,3,4
3357,43,1,9003,1,1,2
3358,39,1,9500,1,3,3
3359,1,1,9147,1,9,9
3360,17,4,9670,1,4,7
3361,1,1,9773,1,9,9
3362,1,4,9147,1,9,7
3363,7,1,9147,1,2,5
3364,17,3,9853,1,0,0
3365,1,1,9238,1,5,5
3366,1,1,9991,0,9,3
3367,1,4,9500,1,9,3
3368,1,6,9500,1,9,9
3369,17,1,9254,1,9,10
3370,7,1,9147,1,9,9
3371,1,6,9500,1,5,4
3372,17,2,9254,1,9,9
3373,17,1,9147,1,9,7
3374,1,1,9238,1,9,7
3375,44,1,9003,1,6,6
3376,17,1,9085,1,9,9
3377,1,1,9853,1,3,7
3378,1,1,9147,1,9,9
3379,1,4,9500,1,9,3
3380,39,1,9500,1,9,8
3381,26,1,9147,1,0,0
3382,17,1,9238,1,9,8
3383,7,1,9147,1,5,5
3384,1,1,9085,1,9,9
3385,1,1,9238,1,7,7
3386,1,2,9500,1,4,3
3387,17,1,9085,1,4,9
3388,1,4,171,1,9,5
3389,43,1,9238,1,5,5
3390,17,1,9853,1,9,9
3391,42,1,9500,1,4,9
3392,1,1,9070,1,9,9
3393,1,1,9147,1,9,9
3394,1,2,9147,1,3,7
3395,53,1,9085,1,4,9
3396,43,1,9147,1,2,9
3397,1,1,9500,1,9,7
3398,1,5,9500,1,4,4
3399,17,1,9070,1,5,5
3400,1,1,9238,1,9,9
3401,1,1,9670,1,7,7
3402,1,1,9773,1,9,5
3403,17,5,9500,1,9,7
3404,43,1,9991,0,9,9
3405,17,2,171,1,3,3
3406,16,3,9853,1,9,9
3407,1,3,9500,1,9,3
3408,1,6,9500,1,4,5
3409,1,5,9773,1,3,5
3410,5,1,9670,1,4,4
3411,17,4,9500,1,9,5
3412,17,1,9147,1,7,5
3413,1,4,9500,1,4,7
3414,17,3,9500,1,7,8
3415,17,6,9500,1,2,9
3416,1,1,9773,1,2,5
3417,1,1,9254,1,3,3
3418,1,1,9853,1,9,9
3419,17,1,9238,1,4,9
3420,1,1,9500,1,9,4
3421,44,1,9085,1,9,6
3422,17,1,9238,1,5,8
3423,39,1,9991,0,1,10
3424,1,1,9085,1,4,1
3425,43,2,9147,1,9,9
3426,18,1,9147,1,5,5
3427,1,1,9238,1,4,3
3428,43,1,8014,0,9,9
3429,7,1,9147,1,9,9
3430,51,1,9070,1,153,153
3431,1,3,9500,1,4,4
3432,1,1,9773,1,9,7
3433,17,6,9500,1,4,9
3434,1,1,9773,1,8,8
3435,1,2,9070,1,4,7
3436,1,1,9773,1,4,7
3437,43,1,9991,0,9,8
3438,39,2,9556,1,3,7
3439,17,2,9556,1,9,8
3440,17,1,9556,1,4,9
3441,1,1,9670,1,4,8
3442,17,4,9254,1,9,7
3443,1,2,9773,1,9,9
3444,1,2,9070,1,3,3
3445,1,5,9500,1,9,5
3446,16,1,9085,1,2,1
3447,1,1,171,1,5,8
3448,1,1,9773,1,9,6
3449,1,2,9500,1,2,2
3450,39,1,9991,0,9,9
3451,39,1,9500,1,5,6
3452,42,1,9500,1,4,4
3453,1,6,9500,1,9,9
3454,17,1,9147,1,9,9
3455,1,1,9238,1,6,5
3456,7,1,9238,1,9,9
3457,44,1,9003,1,9,7
3458,17,1,9238,1,1,1
3459,43,4,9991,0,9,9
3460,1,2,9500,1,9,7
3461,43,1,9500,1,9,9
3462,7,1,9085,1,7,7
3463,1,1,9853,1,9,9
3464,17,3,9070,1,4,4
3465,39,1,9147,1,9,9
3466,1,1,9147,1,3,10
3467,17,1,9853,1,3,4
3468,1,1,9991,0,9,9
3469,1,5,9500,1,7,7
3470,1,6,9500,1,7,9
3471,39,1,8014,0,0,10
3472,39,1,8014,0,9,9
3473,1,1,9147,1,0,0
3474,1,5,9119,1,5,3
3475,17,1,9085,1,191,174
3476,16,1,9003,1,4,9
3477,43,1,9991,0,9,9
3478,39,1,9238,1,9,3
3479,1,1,9254,1,9,7
3480,1,1,9500,1,9,7
3481,17,1,171,1,9,9
3482,44,1,9003,1,9,10
3483,39,1,9500,1,9,9
3484,39,1,9500,1,7,7
3485,39,1,9670,1,9,9
3486,1,2,9500,1,9,9
3487,1,1,9670,1,0,0
3488,39,1,9130,1,4,10
3489,1,1,9238,1,3,3
3490,1,1,171,1,9,9
3491,43,3,9991,0,9,9
3492,39,1,9991,0,7,8
3493,7,1,9119,1,9,9
3494,17,2,9670,1,5,8
3495,1,1,9003,1,9,7
3496,39,1,9991,0,5,8
3497,43,1,9991,0,7,8
3498,1,2,9773,1,5,7
3499,39,1,9003,1,191,193
3500,1,1,9147,1,9,9
3501,39,1,9070,1,9,10
3502,15,1,9670,1,9,9
3503,44,1,9003,1,9,6
3504,1,1,9670,1,5,9
3505,17,3,9147,1,5,7
3506,17,1,9254,1,5,1
3507,1,1,9670,1,4,9
3508,1,1,9147,1,9,7
3509,44,1,9070,1,9,9
3510,17,6,9500,1,4,3
3511,44,1,9130,1,4,7
3512,1,1,171,1,1,1
3513,39,1,9670,1,9,7
3514,39,1,9670,1,90,4
3515,43,1,9773,1,4,5
3516,17,1,171,1,2,9
3517,1,1,9119,1,9,9
3518,42,1,9254,1,134,112
3519,43,1,9991,0,9,9
3520,43,1,9991,0,2,1
3521,17,1,171,1,7,9
3522,1,1,9670,1,9,8
3523,43,4,9670,1,4,4
3524,39,1,9991,0,4,2
3525,44,1,9003,1,6,7
3526,39,1,9003,1,4,2
3527,43,1,9500,1,4,5
3528,18,3,9119,1,9,8
3529,1,1,9500,1,4,10
3530,1,3,9670,1,2,3
3531,42,1,9003,1,2,6
3532,1,1,9147,1,4,7
3533,39,1,9254,1,0,0
3534,39,1,9991,0,0,0
3535,51,1,9991,0,4,10
3536,39,1,9991,0,9,9
3537,39,2,9147,1,4,10
3538,17,5,9254,1,5,5
3539,1,1,9070,1,3,9
3540,17,1,9119,1,4,2
3541,17,1,9670,1,9,9
3542,39,1,9991,0,9,4
3543,17,1,9085,1,4,8
3544,39,1,9991,0,9,9
3545,17,3,9500,1,4,9
3546,17,4,9500,1,9,6
3547,43,1,9130,1,0,0
3548,39,1,9670,1,9,9
3549,1,1,9500,1,3,9
3550,1,1,9500,1,194,193
3551,39,1,9238,1,9,9
3552,43,1,9147,1,5,3
3553,44,1,9119,1,9,9
3554,17,1,9670,1,3,3
3555,44,1,9085,1,4,1
3556,39,1,9254,1,5,7
3557,39,1,9003,1,9,4
3558,1,4,9070,1,2,10
3559,1,1,9670,1,2,4
